Energy,fluence
4.96583143507973,759281803942.271
6.97038724373576,176422926241.031
9.97722095671982,69022858530.0213
13.9863325740319,37264645948.5291
19.9544419134396,20891094388.0094
29.9772209567198,12274192814.5966
49.9772209567197,6740698083.21124
79.9544419134396,3913766721.23894
99.9544419134396,3080955822.75599
