"Energy","Efficiency"
1.219219219219219212e+02,8.841402069153929677e-01
1.221321321321321420e+02,8.841283735614867689e-01
1.223423423423423486e+02,8.841165402075399360e-01
1.225525525525525552e+02,8.841047068535542452e-01
1.227627627627627618e+02,8.840928734995306959e-01
1.229729729729729826e+02,8.840810401454705092e-01
1.231831831831831892e+02,8.840692067913751284e-01
1.233933933933933957e+02,8.840573734372456638e-01
1.236036036036036023e+02,8.840455400830832255e-01
1.238138138138138231e+02,8.840337067288889239e-01
1.240240240240240297e+02,8.840218733746638691e-01
1.242342342342342363e+02,8.840100400204092823e-01
1.244444444444444429e+02,8.839982066661258298e-01
1.246546546546546637e+02,8.839863733118148437e-01
1.248648648648648702e+02,8.839745399574769902e-01
1.250750750750750768e+02,8.839627066031131575e-01
1.252852852852852834e+02,8.839508732487244558e-01
1.254954954954955042e+02,8.839390398943116622e-01
1.257057057057057108e+02,8.839272065398753320e-01
1.259159159159159174e+02,8.839153731854166862e-01
1.261261261261261382e+02,8.839035398309362801e-01
1.263363363363363447e+02,8.838917064764346687e-01
1.265465465465465513e+02,8.838798731219128513e-01
1.267567567567567579e+02,8.838680397673713829e-01
1.269669669669669787e+02,8.838562064128110407e-01
1.271771771771771853e+02,8.838443730582322688e-01
1.273873873873873919e+02,8.838325397036357334e-01
1.275975975975975985e+02,8.838207063490222115e-01
1.278078078078078192e+02,8.838088729943921473e-01
1.280180180180180116e+02,8.837970396397459849e-01
1.282282282282282324e+02,8.837852062850846124e-01
1.284384384384384532e+02,8.837733729304082519e-01
1.286486486486486456e+02,8.837615395757176806e-01
1.288588588588588664e+02,8.837497062210128984e-01
1.290690690690690872e+02,8.837378728662947935e-01
1.292792792792792795e+02,8.837260395115636991e-01
1.294894894894895003e+02,8.837142061568201701e-01
1.296996996996996927e+02,8.837023728020644286e-01
1.299099099099099135e+02,8.836905394472972519e-01
1.301201201201201343e+02,8.836787060925183068e-01
1.303303303303303267e+02,8.836668727377285926e-01
1.305405405405405475e+02,8.836550393829286643e-01
1.307507507507507682e+02,8.836432060281181888e-01
1.309609609609609606e+02,8.836313726732980545e-01
1.311711711711711814e+02,8.836195393184682612e-01
1.313813813813813738e+02,8.836077059636294750e-01
1.315915915915915946e+02,8.835958726087815851e-01
1.318018018018018154e+02,8.835840392539252575e-01
1.320120120120120077e+02,8.835722058990604921e-01
1.322222222222222285e+02,8.835603725441878442e-01
1.324324324324324493e+02,8.835485391893074247e-01
1.326426426426426417e+02,8.835367058344195668e-01
1.328528528528528625e+02,8.835248724795244923e-01
1.330630630630630549e+02,8.835130391246224235e-01
1.332732732732732757e+02,8.835012057697135823e-01
1.334834834834834965e+02,8.834893724147983018e-01
1.336936936936936888e+02,8.834775390598766931e-01
1.339039039039039096e+02,8.834657057049490891e-01
1.341141141141141304e+02,8.834538723500154900e-01
1.343243243243243228e+02,8.834420389950763397e-01
1.345345345345345436e+02,8.834302056401315273e-01
1.347447447447447644e+02,8.834183722851817189e-01
1.349549549549549567e+02,8.834065389302264704e-01
1.351651651651651775e+02,8.833947055752664479e-01
1.353753753753753699e+02,8.833828722203015404e-01
1.355855855855855907e+02,8.833710388653321921e-01
1.357957957957958115e+02,8.833592055103582918e-01
1.360060060060060039e+02,8.833473721553801727e-01
1.362162162162162247e+02,8.833355388003978348e-01
1.364264264264264455e+02,8.833237054454115000e-01
1.366366366366366378e+02,8.833118720904212795e-01
1.368468468468468586e+02,8.833000387354272842e-01
1.370570570570570510e+02,8.832882053804297362e-01
1.372672672672672718e+02,8.832763720254286355e-01
1.374774774774774926e+02,8.832645386704240931e-01
1.376876876876876850e+02,8.832527053154163310e-01
1.378978978978979058e+02,8.832408719604053493e-01
1.381081081081081265e+02,8.832290386053913700e-01
1.383183183183183189e+02,8.832172052503746151e-01
1.385285285285285397e+02,8.832053718953548627e-01
1.387387387387387321e+02,8.831935385403324457e-01
1.389489489489489529e+02,8.831817051853072531e-01
1.391591591591591737e+02,8.831698718302796181e-01
1.393693693693693660e+02,8.831580384752493185e-01
1.395795795795795868e+02,8.831462051202167984e-01
1.397897897897898076e+02,8.831343717651819469e-01
1.400000000000000000e+02,8.831225384101447640e-01
1.402102102102102208e+02,8.831107050551054716e-01
1.404204204204204132e+02,8.830988717000641808e-01
1.406306306306306340e+02,8.830870383450206695e-01
1.408408408408408548e+02,8.830752049899754930e-01
1.410510510510510471e+02,8.830633716349283180e-01
1.412612612612612679e+02,8.830515382798792556e-01
1.414714714714714887e+02,8.830397049248284169e-01
1.416816816816816811e+02,8.830278715697760239e-01
1.418918918918919019e+02,8.830160382147218545e-01
1.421021021021020942e+02,8.830042048596661308e-01
1.423123123123123150e+02,8.829923715046089638e-01
1.425225225225225358e+02,8.829805381495503536e-01
1.427327327327327282e+02,8.829687047944901890e-01
1.429429429429429490e+02,8.829568714394286921e-01
1.431531531531531698e+02,8.829450380843658630e-01
1.433633633633633622e+02,8.829332047293017016e-01
1.435735735735735830e+02,8.829213713742363190e-01
1.437837837837838038e+02,8.829095380191697151e-01
1.439939939939939961e+02,8.828977046641021120e-01
1.442042042042042169e+02,8.828858713090331767e-01
1.444144144144144093e+02,8.828740379539632421e-01
1.446246246246246301e+02,8.828622045988921974e-01
1.448348348348348509e+02,8.828503712438202644e-01
1.450450450450450433e+02,8.828385378887473323e-01
1.452552552552552640e+02,8.828267045336735119e-01
1.454654654654654848e+02,8.828148711785985814e-01
1.456756756756756772e+02,8.828030378235228737e-01
1.458858858858858980e+02,8.827912044684463888e-01
1.460960960960960904e+02,8.827793711133690158e-01
1.463063063063063112e+02,8.827675377582907545e-01
1.465165165165165320e+02,8.827557044032119382e-01
1.467267267267267243e+02,8.827438710481322337e-01
1.469369369369369451e+02,8.827320376930518631e-01
1.471471471471471659e+02,8.827202043379708263e-01
1.473573573573573583e+02,8.827083709828890123e-01
1.475675675675675791e+02,8.826965376278066433e-01
1.477777777777777715e+02,8.826847042727236081e-01
1.479879879879879923e+02,8.826728709176400178e-01
1.481981981981982130e+02,8.826610375625557614e-01
1.484084084084084054e+02,8.826492042074711719e-01
1.486186186186186262e+02,8.826373708523859163e-01
1.488288288288288470e+02,8.826255374972999945e-01
1.490390390390390394e+02,8.826137041422136287e-01
1.492492492492492602e+02,8.826018707871268187e-01
1.494594594594594525e+02,8.825900374320394537e-01
1.496696696696696733e+02,8.825782040769516446e-01
1.498798798798798941e+02,8.825663707218636134e-01
1.500900900900900865e+02,8.825545373667749161e-01
1.503003003003003073e+02,8.825427040116858857e-01
1.505105105105105281e+02,8.825308706565964112e-01
1.507207207207207205e+02,8.825190373015064926e-01
1.509309309309309413e+02,8.825072039464164630e-01
1.511411411411411336e+02,8.824953705913258784e-01
1.513513513513513544e+02,8.824835372362349606e-01
1.515615615615615752e+02,8.824717038811438208e-01
1.517717717717717676e+02,8.824598705260522369e-01
1.519819819819819884e+02,8.824480371709602089e-01
1.521921921921922092e+02,8.824362038158680699e-01
1.524024024024024015e+02,8.824243704607758199e-01
1.526126126126126223e+02,8.824125371056830147e-01
1.528228228228228431e+02,8.824007037505899875e-01
1.530330330330330355e+02,8.823888703954965163e-01
1.532432432432432563e+02,8.823770370404031560e-01
1.534534534534534487e+02,8.823652036853093517e-01
1.536636636636636695e+02,8.823533703302154363e-01
1.538738738738738903e+02,8.823415369751210768e-01
1.540840840840840826e+02,8.823297036200266064e-01
1.542942942942943034e+02,8.823178702649318028e-01
1.545045045045045242e+02,8.823060369098369993e-01
1.547147147147147166e+02,8.822942035547419737e-01
1.549249249249249374e+02,8.822823701996467260e-01
1.551351351351351298e+02,8.822705368445512564e-01
1.553453453453453506e+02,8.822587034894555647e-01
1.555555555555555713e+02,8.822468701343596509e-01
1.557657657657657637e+02,8.822350367792636261e-01
1.559759759759759845e+02,8.822232034241676013e-01
1.561861861861862053e+02,8.822113700690712434e-01
1.563963963963963977e+02,8.821995367139747746e-01
1.566066066066066185e+02,8.821877033588783057e-01
1.568168168168168108e+02,8.821758700037813927e-01
1.570270270270270316e+02,8.821640366486844798e-01
1.572372372372372524e+02,8.821522032935876778e-01
1.574474474474474448e+02,8.821403699384903208e-01
1.576576576576576656e+02,8.821285365833930747e-01
1.578678678678678864e+02,8.821167032282957177e-01
1.580780780780780788e+02,8.821048698731981386e-01
1.582882882882882996e+02,8.820930365181006705e-01
1.584984984984984919e+02,8.820812031630028693e-01
1.587087087087087127e+02,8.820693698079050682e-01
1.589189189189189335e+02,8.820575364528072670e-01
1.591291291291291259e+02,8.820457030977091328e-01
1.593393393393393467e+02,8.820338697426109986e-01
1.595495495495495675e+02,8.820220363875127534e-01
1.597597597597597598e+02,8.820102030324145082e-01
1.599699699699699806e+02,8.819983696773161519e-01
1.601801801801801730e+02,8.819865363222176846e-01
1.603903903903903938e+02,8.819747029671192173e-01
1.606006006006006146e+02,8.819628696120205280e-01
1.608108108108108070e+02,8.819510362569217277e-01
1.610210210210210278e+02,8.819392029018231494e-01
1.612312312312312486e+02,8.819273695467243490e-01
1.614414414414414409e+02,8.819155361916253266e-01
1.616516516516516617e+02,8.819037028365265263e-01
1.618618618618618825e+02,8.818918694814273929e-01
1.620720720720720749e+02,8.818800361263282594e-01
1.622822822822822957e+02,8.818682027712292371e-01
1.624924924924924881e+02,8.818563694161301036e-01
1.627027027027027088e+02,8.818445360610307482e-01
1.629129129129129296e+02,8.818327027059315038e-01
1.631231231231231220e+02,8.818208693508321483e-01
1.633333333333333428e+02,8.818090359957326818e-01
1.635435435435435636e+02,8.817972026406333264e-01
1.637537537537537560e+02,8.817853692855338599e-01
1.639639639639639768e+02,8.817735359304342824e-01
1.641741741741741691e+02,8.817617025753347049e-01
1.643843843843843899e+02,8.817498692202350163e-01
1.645945945945946107e+02,8.817380358651353278e-01
1.648048048048048031e+02,8.817262025100356393e-01
1.650150150150150239e+02,8.817143691549359508e-01
1.652252252252252447e+02,8.817025357998362622e-01
1.654354354354354371e+02,8.816907024447364627e-01
1.656456456456456579e+02,8.816788690896365521e-01
1.658558558558558502e+02,8.816670357345366416e-01
1.660660660660660710e+02,8.816552023794367310e-01
1.662762762762762918e+02,8.816433690243368204e-01
1.664864864864864842e+02,8.816315356692370209e-01
1.666966966966967050e+02,8.816197023141369993e-01
1.669069069069069258e+02,8.816078689590369777e-01
1.671171171171171181e+02,8.815960356039368451e-01
1.673273273273273389e+02,8.815842022488368235e-01
1.675375375375375313e+02,8.815723688937368019e-01
1.677477477477477521e+02,8.815605355386366693e-01
1.679579579579579729e+02,8.815487021835365367e-01
1.681681681681681653e+02,8.815368688284362930e-01
1.683783783783783861e+02,8.815250354733362714e-01
1.685885885885886069e+02,8.815132021182360278e-01
1.687987987987987992e+02,8.815013687631357842e-01
1.690090090090090200e+02,8.814895354080354295e-01
1.692192192192192124e+02,8.814777020529354079e-01
1.694294294294294332e+02,8.814658686978350532e-01
1.696396396396396540e+02,8.814540353427346986e-01
1.698498498498498464e+02,8.814422019876344550e-01
1.700600600600600671e+02,8.814303686325341003e-01
1.702702702702702879e+02,8.814185352774337456e-01
1.704804804804804803e+02,8.814067019223333910e-01
1.706906906906907011e+02,8.813948685672331473e-01
1.709009009009009219e+02,8.813830352121326817e-01
1.711111111111111143e+02,8.813712018570322160e-01
1.713213213213213351e+02,8.813593685019319723e-01
1.715315315315315274e+02,8.813475351468313956e-01
1.717417417417417482e+02,8.813357017917310410e-01
1.719519519519519690e+02,8.813238684366305753e-01
1.721621621621621614e+02,8.813120350815301096e-01
1.723723723723723822e+02,8.813002017264296439e-01
1.725825825825826030e+02,8.812883683713291783e-01
1.727927927927927954e+02,8.812765350162287126e-01
1.730030030030030161e+02,8.812647016611282469e-01
1.732132132132132085e+02,8.812528683060277812e-01
1.734234234234234293e+02,8.812410349509272045e-01
1.736336336336336501e+02,8.812292015958266278e-01
1.738438438438438425e+02,8.812173682407261621e-01
1.740540540540540633e+02,8.812055348856255854e-01
1.742642642642642841e+02,8.811937015305250087e-01
1.744744744744744764e+02,8.811818681754245430e-01
1.746846846846846972e+02,8.811700348203238553e-01
1.748948948948948896e+02,8.811582014652233896e-01
1.751051051051051104e+02,8.811463681101227019e-01
1.753153153153153312e+02,8.811345347550221252e-01
1.755255255255255236e+02,8.811227013999216595e-01
1.757357357357357444e+02,8.811108680448209718e-01
1.759459459459459651e+02,8.810990346897202841e-01
1.761561561561561575e+02,8.810872013346198184e-01
1.763663663663663783e+02,8.810753679795191307e-01
1.765765765765765707e+02,8.810635346244185540e-01
1.767867867867867915e+02,8.810517012693179772e-01
1.769969969969970123e+02,8.810398679142171785e-01
1.772072072072072046e+02,8.810280345591167128e-01
1.774174174174174254e+02,8.810162012040160251e-01
1.776276276276276462e+02,8.810043678489153374e-01
1.778378378378378386e+02,8.809925344938146496e-01
1.780480480480480594e+02,8.809807011387140729e-01
1.782582582582582518e+02,8.809688677836133852e-01
1.784684684684684726e+02,8.809570344285126975e-01
1.786786786786786934e+02,8.809452010734120098e-01
1.788888888888888857e+02,8.809333677183114331e-01
1.790990990990991065e+02,8.809215343632107453e-01
1.793093093093093273e+02,8.809097010081100576e-01
1.795195195195195197e+02,8.808978676530093699e-01
1.797297297297297405e+02,8.808860342979085711e-01
1.799399399399399613e+02,8.808742009428079944e-01
1.801501501501501536e+02,8.808623675877073067e-01
1.803603603603603744e+02,8.808505342326066190e-01
1.805705705705705668e+02,8.808387008775059313e-01
1.807807807807807876e+02,8.808268675224051325e-01
1.809909909909910084e+02,8.808150341673044448e-01
1.812012012012012008e+02,8.808032008122037571e-01
1.814114114114114216e+02,8.807913674571031803e-01
1.816216216216216424e+02,8.807795341020023816e-01
1.818318318318318347e+02,8.807677007469015829e-01
1.820420420420420555e+02,8.807558673918008951e-01
1.822522522522522479e+02,8.807440340367002074e-01
1.824624624624624687e+02,8.807322006815995197e-01
1.826726726726726895e+02,8.807203673264988320e-01
1.828828828828828819e+02,8.807085339713980332e-01
1.830930930930931027e+02,8.806967006162973455e-01
1.833033033033033234e+02,8.806848672611965467e-01
1.835135135135135158e+02,8.806730339060958590e-01
1.837237237237237366e+02,8.806612005509950603e-01
1.839339339339339290e+02,8.806493671958943725e-01
1.841441441441441498e+02,8.806375338407936848e-01
1.843543543543543706e+02,8.806257004856929971e-01
1.845645645645645629e+02,8.806138671305921983e-01
1.847747747747747837e+02,8.806020337754913996e-01
1.849849849849850045e+02,8.805902004203907119e-01
1.851951951951951969e+02,8.805783670652900241e-01
1.854054054054054177e+02,8.805665337101892254e-01
1.856156156156156101e+02,8.805547003550885377e-01
1.858258258258258309e+02,8.805428669999877389e-01
1.860360360360360517e+02,8.805310336448870512e-01
1.862462462462462440e+02,8.805192002897862524e-01
1.864564564564564648e+02,8.805073669346854537e-01
1.866666666666666856e+02,8.804955335795847660e-01
1.868768768768768780e+02,8.804837002244839672e-01
1.870870870870870988e+02,8.804718668693832795e-01
1.872972972972972912e+02,8.804600335142824807e-01
1.875075075075075119e+02,8.804482001591816820e-01
1.877177177177177327e+02,8.804363668040809943e-01
1.879279279279279251e+02,8.804245334489801955e-01
1.881381381381381459e+02,8.804127000938795078e-01
1.883483483483483667e+02,8.804008667387787090e-01
1.885585585585585591e+02,8.803890333836780213e-01
1.887687687687687799e+02,8.803772000285772226e-01
1.889789789789790007e+02,8.803653666734764238e-01
1.891891891891891930e+02,8.803535333183757361e-01
1.893993993993994138e+02,8.803416999632749373e-01
1.896096096096096062e+02,8.803298666081742496e-01
1.898198198198198270e+02,8.803180332530733398e-01
1.900300300300300478e+02,8.803061998979726521e-01
1.902402402402402402e+02,8.802943665428719644e-01
1.904504504504504609e+02,8.802825331877711657e-01
1.906606606606606817e+02,8.802706998326704779e-01
1.908708708708708741e+02,8.802588664775695682e-01
1.910810810810810949e+02,8.802470331224687694e-01
1.912912912912912873e+02,8.802351997673680817e-01
1.915015015015015081e+02,8.802233664122672829e-01
1.917117117117117289e+02,8.802115330571664842e-01
1.919219219219219212e+02,8.801996997020657965e-01
1.921321321321321420e+02,8.801878663469649977e-01
1.923423423423423628e+02,8.801760329918641990e-01
1.925525525525525552e+02,8.801641996367634002e-01
1.927627627627627760e+02,8.801523662816627125e-01
1.929729729729729684e+02,8.801405329265619137e-01
1.931831831831831892e+02,8.801286995714612260e-01
1.933933933933934100e+02,8.801168662163604273e-01
1.936036036036036023e+02,8.801050328612596285e-01
1.938138138138138231e+02,8.800931995061588298e-01
1.940240240240240439e+02,8.800813661510580310e-01
1.942342342342342363e+02,8.800695327959572323e-01
1.944444444444444571e+02,8.800576994408564335e-01
1.946546546546546494e+02,8.800458660857557458e-01
1.948648648648648702e+02,8.800340327306549471e-01
1.950750750750750910e+02,8.800221993755542593e-01
1.952852852852852834e+02,8.800103660204534606e-01
1.954954954954955042e+02,8.799985326653526618e-01
1.957057057057057250e+02,8.799866993102519741e-01
1.959159159159159174e+02,8.799748659551510643e-01
1.961261261261261382e+02,8.799630326000502656e-01
1.963363363363363305e+02,8.799511992449494668e-01
1.965465465465465513e+02,8.799393658898487791e-01
1.967567567567567721e+02,8.799275325347479804e-01
1.969669669669669645e+02,8.799156991796471816e-01
1.971771771771771853e+02,8.799038658245464939e-01
1.973873873873874061e+02,8.798920324694456951e-01
1.975975975975975985e+02,8.798801991143450074e-01
1.978078078078078192e+02,8.798683657592442087e-01
1.980180180180180400e+02,8.798565324041432989e-01
1.982282282282282324e+02,8.798446990490426112e-01
1.984384384384384532e+02,8.798328656939417014e-01
1.986486486486486456e+02,8.798210323388410137e-01
1.988588588588588664e+02,8.798091989837402149e-01
1.990690690690690872e+02,8.797973656286395272e-01
1.992792792792792795e+02,8.797855322735387285e-01
1.994894894894895003e+02,8.797736989184379297e-01
1.996996996996997211e+02,8.797618655633372420e-01
1.999099099099099135e+02,8.797500322082363322e-01
2.001201201201201343e+02,8.797381988531356445e-01
2.003303303303303267e+02,8.797263654980348457e-01
2.005405405405405475e+02,8.797145321429340470e-01
2.007507507507507682e+02,8.797026987878332482e-01
2.009609609609609606e+02,8.796908654327324495e-01
2.011711711711711814e+02,8.796790320776317618e-01
2.013813813813814022e+02,8.796671987225309630e-01
2.015915915915915946e+02,8.796553653674302753e-01
2.018018018018018154e+02,8.796435320123294765e-01
2.020120120120120077e+02,8.796316986572286778e-01
2.022222222222222285e+02,8.796198653021278790e-01
2.024324324324324493e+02,8.796080319470269693e-01
2.026426426426426417e+02,8.795961985919262816e-01
2.028528528528528625e+02,8.795843652368254828e-01
2.030630630630630833e+02,8.795725318817247951e-01
2.032732732732732757e+02,8.795606985266239963e-01
2.034834834834834965e+02,8.795488651715231976e-01
2.036936936936936888e+02,8.795370318164223988e-01
2.039039039039039096e+02,8.795251984613216001e-01
2.041141141141141304e+02,8.795133651062209124e-01
2.043243243243243228e+02,8.795015317511200026e-01
2.045345345345345436e+02,8.794896983960193149e-01
2.047447447447447644e+02,8.794778650409185161e-01
2.049549549549549567e+02,8.794660316858177174e-01
2.051651651651651775e+02,8.794541983307170296e-01
2.053753753753753699e+02,8.794423649756162309e-01
2.055855855855855907e+02,8.794305316205154321e-01
2.057957957957958115e+02,8.794186982654145224e-01
2.060060060060060039e+02,8.794068649103138346e-01
2.062162162162162247e+02,8.793950315552130359e-01
2.064264264264264455e+02,8.793831982001122372e-01
2.066366366366366378e+02,8.793713648450115494e-01
2.068468468468468586e+02,8.793595314899107507e-01
2.070570570570570794e+02,8.793476981348100630e-01
2.072672672672672718e+02,8.793358647797091532e-01
2.074774774774774926e+02,8.793240314246082434e-01
2.076876876876876850e+02,8.793121980695075557e-01
2.078978978978979058e+02,8.793003647144067569e-01
2.081081081081081265e+02,8.792885313593060692e-01
2.083183183183183189e+02,8.792766980042052705e-01
2.085285285285285397e+02,8.792648646491045827e-01
2.087387387387387605e+02,8.792530312940037840e-01
2.089489489489489529e+02,8.792411979389029852e-01
2.091591591591591737e+02,8.792293645838022975e-01
2.093693693693693660e+02,8.792175312287013877e-01
2.095795795795795868e+02,8.792056978736007000e-01
2.097897897897898076e+02,8.791938645184997903e-01
2.100000000000000000e+02,8.791820311633991025e-01
